INSERT INTO wali_siswa (nik, nama_w, alamat_w, tanggal_w) VALUES
('2361538294266154','Leo Klein','Itdi Mill','2028-04-20'),
('0645871539454125','Patrick Oliver','Jeftuj Pass','2067-09-25'),
('0121418138951233','Bess Logan','Ijkag Mill','2054-09-12'),
('9566951978332673','Lulu Holland','Paguj Glen','2123-01-20'),
('5086457296296043','Cody Oliver','Wosde Court','2093-03-20'),
('1390228412355233','Rosie Nunez','Zoruk Way','2121-07-06'),
('4108638774243219','Rosetta Quinn','Kerpow Lane','2049-03-20'),
('1260294783710458','Flora Atkins','Cazfe Key','2075-03-11'),
('2230977563884633','Viola Klein','Sapkul River','2102-05-15'),
('9968771708686543','Jerry Baker','Majgev Point','2107-01-28'),
('6360237708260410','Nathaniel Barrett','Ihfaz Glen','2047-04-10'),
('5619087842167147','Mamie Lewis','Uvrad Way','2042-09-25'),
('2957982545095688','Alfred Tran','Gogal Heights','2092-07-25'),
('6589626981248475','Hannah Harmon','Givro River','2025-01-23'),
('4311106732060789','Eliza Walters','Veta Point','2036-06-30'),
('1291848567410745','Cecelia Garcia','Uljan Ridge','2118-05-25'),
('8257317990633097','Madge Owens','Jakak Highway','2120-11-22'),
('8783007003008645','Juan Colon','Maaw Turnpike','2059-02-20'),
('2736640445749476','Bryan Cannon','Jofiwi Street','2075-02-17'),
('9231443571073596','Clifford Newman','Palek Ridge','2090-07-24'),
('0006309772049237','Frederick Murray','Pozho Way','2027-07-07'),
('9796989704550199','Carl Glover','Jidol Boulevard','2123-04-29'),
('5585768239139695','Lois Jordan','Peumo Boulevard','2073-01-16'),
('5867011840551812','Angel Nichols','Foce Road','2063-01-15'),
('4911559556077211','Alberta Bridges','Beza Loop','2114-06-27'),
('1845894410563418','Olive Lane','Jizzi Grove','2097-05-31'),
('2813438421706271','Ellen Romero','Teva Highway','2050-11-22'),
('2149415184855173','Martin McGuire','Nolim Loop','2122-02-13'),
('4131366442252636','Mable Douglas','Raow Highway','2036-01-28'),
('4119202905708780','Lottie Logan','Neti Path','2047-12-18'),
('6965395460305976','Elizabeth Mendoza','Bucvol Manor','2061-05-22'),
('6845352334943471','Janie Weber','Vomuz Circle','2083-03-13'),
('7575320028732387','Sarah Mitchell','Pupom River','2030-05-06'),
('8903670667292971','Bertha Sharp','Fughus Road','2074-10-30'),
('8513617764184799','Mario Price','Cuhar Place','2114-04-20'),
('6689714774359750','Christopher Wheeler','Sutliw Trail','2055-09-29'),
('6283711895932093','Myrtie Quinn','Zamzok Boulevard','2120-09-06'),
('5401421036350488','Mildred Moss','Beosi Pike','2051-12-27'),
('0963271994954576','Lester Daniel','Ceiwe View','2105-05-15'),
('7491529523931099','Johanna Garner','Iciad River','2040-06-23'),
('7629582381281868','Phoebe Carter','Fosub Park','2069-01-25'),
('3584267606801517','Josie Herrera','Kogoz Road','2025-08-18'),
('4340547857913123','Jerry McDonald','Mecam Extension','2059-05-22'),
('6461177828219173','Alfred Bell','Tatu Heights','2099-11-02'),
('4434787312348862','Victor Bennett','Uvepet Center','2072-09-24'),
('3181436450020423','Bryan Gonzales','Iwsuj Highway','2089-04-03'),
('6310937029187755','Antonio Gregory','Sijul Loop','2096-11-15'),
('3566214331718140','Ida Simmons','Jafam Key','2105-12-03'),
('5487604077205643','Lee Wong','Anbo Center','2101-12-22'),
('4631004793061292','Addie Walsh','Ranhok Square','2027-07-13'),
('4340170740018294','Daniel Newman','Semif Road','2125-05-27'),
('0137989628380336','Zachary Austin','Togu Key','2093-10-17'),
('7182278389632327','Vera Pope','Icivuc Street','2044-09-10'),
('4211610520484222','Nannie Dawson','Moztuz Ridge','2072-03-14'),
('6000886021919999','Brent Wallace','Ruziv Boulevard','2089-06-09'),
('2298389108536164','Tillie Wade','Egoci Glen','2029-10-04'),
('9234186153015196','Stanley Vaughn','Cosmo Heights','2034-11-03'),
('6902381100092675','Mable Blair','Gevtu Point','2055-06-23'),
('3206609913583286','Lucas Garner','Bahja Glen','2062-11-02'),
('4605543682720430','Miguel Luna','Lizih Parkway','2027-11-14'),
('6439806288207490','Philip Arnold','Zine Highway','2121-01-24'),
('9100444082992199','Manuel Joseph','Uheha Drive','2075-10-01'),
('3768712184475246','Robert Hopkins','Tukpas Turnpike','2068-06-20'),
('3878494465109161','Dean Chandler','Cippid Court','2105-04-15'),
('0868681194472442','Nellie Douglas','Nujjov Junction','2032-09-10'),
('8699308676999770','Joseph Erickson','Haje Circle','2085-12-09'),
('3920799182925573','Cory Young','Gifbus Road','2097-08-28'),
('0175437189210958','Alma Kennedy','Vakuza Street','2063-06-08'),
('1819100600314187','Loretta Summers','Okazi Key','2062-05-04'),
('8303237198364928','Isaac Luna','Ervil Glen','2041-10-25'),
('9646477966807455','Lily Newman','Wojoro Circle','2105-09-05'),
('0000705027993738','Inez Fernandez','Zihif River','2044-01-20'),
('2176523807360895','Jeremiah Henderson','Zutole Extension','2095-09-29'),
('1862269469540131','Johanna Atkins','Rinu Path','2058-04-09'),
('9067706526583990','Clarence Stokes','Pecej Road','2065-06-27'),
('7617470994276038','Catherine Blair','Majno Center','2059-03-26'),
('4711599904599913','Mario Perry','Ogpu Square','2071-10-27'),
('6224377778587201','Andrew Schultz','Tefmuw Key','2100-07-20'),
('8764565640235919','Allen Wilkerson','Opulag Mill','2027-12-01'),
('2316280047244913','Evan Santiago','Wesap Way','2072-05-31'),
('0688459881428763','Lucas Rodriguez','Lura Boulevard','2102-01-18'),
('5841454551683928','Birdie Smith','Ekuniz Square','2109-11-24'),
('1492558617511926','Ryan Klein','Navkez Parkway','2123-12-01'),
('5155225745134357','Adrian Powell','Jesil Square','2104-05-04'),
('2214356026549975','Todd Bass','Igor Lane','2031-02-20'),
('5736257947016249','Elnora Pratt','Ovfe Lane','2072-10-30'),
('0239205753670818','Franklin Hardy','Pusbud Heights','2029-07-10'),
('3584346206542404','Duane Waters','Haral Glen','2047-05-27'),
('2501159947214533','Josephine Harrington','Bagze Key','2052-05-03'),
('1015868442702283','Garrett Briggs','Jemcit Court','2067-03-08'),
('4072571983540557','Joshua Reese','Guod Extension','2029-03-13'),
('6577743214520507','Ora Walton','Ahuzaf Ridge','2069-03-11'),
('8259649734780775','Brent Allison','Rejte Path','2058-09-07'),
('6233114219151614','Louis Hawkins','Ovijo Street','2108-01-02'),
('9198447674639716','Matthew Boyd','Fofti Boulevard','2036-03-20'),
('7227065330407431','Pauline Woods','Gelbu Avenue','2094-09-18'),
('2115858069754813','Olivia Flowers','Mottu Terrace','2109-07-13'),
('6592345723803295','Ida Cross','Dugtoc Key','2086-08-08'),
('9444023564394380','Duane Scott','Rilge Place','2094-08-16'),
('9429876623747295','Nellie Snyder','Pewdim Plaza','2042-02-23'),
('7391049254820831','Dollie Byrd','Wearu Boulevard','2071-03-29'),
('6649649813492191','Catherine Munoz','Odet Path','2030-01-06'),
('0650748075257082','Milton Powers','Dewsud Mill','2081-07-22'),
('0942931590524101','Gary Barton','Gafce Pass','2067-07-31'),
('0356971476934371','Lura Moreno','Azoag Center','2080-07-26'),
('2907525133797650','Mabelle Wong','Amkon Road','2036-06-03'),
('1783798427018552','Curtis Boone','Lulnin Junction','2089-09-12'),
('9503986389826517','Milton Morton','Rizir Center','2117-04-28'),
('0457338484047583','Landon Payne','Reubi Center','2100-09-29'),
('0014882069661898','Carlos Barnett','Jaman Point','2064-11-18'),
('0752207555863751','Frederick Benson','Aciwu Plaza','2077-12-31'),
('9531843930910283','Bill Maldonado','Sucbo Glen','2119-06-02'),
('4368399433084269','Alice Little','Nujal Center','2094-11-27'),
('6493735906695234','Nora Stephens','Fophew Parkway','2038-07-08'),
('9035150837223978','Todd Simmons','Ujouvi Path','2056-07-28'),
('5526579546206226','Devin Newman','Enjoz Extension','2085-09-11'),
('2318806069787621','Dollie Klein','Fehwot Court','2117-12-28'),
('8662027584424821','Lily Elliott','Ahpa River','2117-01-10'),
('0907994418963907','Carrie McGuire','Ujeese Square','2099-03-03'),
('1476128236382657','Milton Jacobs','Omilef Glen','2039-03-19'),
('5023021564324450','Madge Stewart','Lihu Court','2080-11-30'),
('5847811933901190','Bobby Chambers','Nike Trail','2050-05-07'),
('5923463494219191','Eddie Welch','Dubi Place','2067-10-08'),
('1754670376790358','Travis Harmon','Nuja Road','2096-07-23'),
('7199112004528409','Martin Swanson','Cave Trail','2067-06-20'),
('5956386656671444','Andre Scott','Ajlam Boulevard','2026-05-29'),
('0548122749932181','Isabella Nash','Tugi Highway','2107-09-30'),
('9841157705504322','Genevieve Weaver','Tebeh Turnpike','2109-09-22'),
('7666141592447534','Ida Andrews','Bagab Circle','2108-12-22'),
('1671440690459953','Peter Daniels','Wihew Drive','2081-06-25'),
('6411741876532507','Ralph Benson','Fomu Road','2069-05-11'),
('5880708015972945','Mayme Houston','Vinuw Terrace','2116-04-24'),
('0486413452326011','Virgie Maldonado','Tuah Boulevard','2037-03-29'),
('0427291783281673','Violet Reid','Eptez Boulevard','2105-11-29'),
('9255601410446036','Austin Ruiz','Anra Mill','2029-02-23'),
('6733306945670847','Danny Hudson','Nodi Avenue','2059-12-15'),
('0498637598169074','Nell Gibbs','Wogo Key','2027-01-23'),
('3702105902515329','Vera Schmidt','Jaza Avenue','2111-08-23'),
('1773674152482707','Jason Hill','Busez Court','2109-05-14'),
('4360995301473146','Mark Green','Zovuda Heights','2061-11-28'),
('3263711472137805','Fred Johnston','Jowi Highway','2068-09-21'),
('2450907645016589','Maria Gilbert','Vaszi Lane','2117-01-20'),
('0123335950841274','Nina Flores','Juhow Park','2062-06-22'),
('5427211573676449','Barry Brady','Sicav Place','2113-07-17'),
('9747605119203418','Gary Padilla','Wirac Terrace','2045-03-07'),
('0267492247722928','Kenneth Becker','Bude Parkway','2077-09-26'),
('9745238643505307','Susie Blake','Vege Pike','2120-02-14'),
('4418725202640244','Birdie Clark','Bonfe Place','2080-04-08'),
('2932450133090553','Lizzie Douglas','Utial Boulevard','2065-12-11'),
('5870953822548602','Janie Stanley','Semuh Terrace','2042-07-26'),
('8221637553316296','Scott Osborne','Anni Circle','2068-05-14'),
('7829276258275757','Calvin Thornton','Jomlir Terrace','2078-12-05'),
('1664353179913890','Michael Herrera','Kumuc Road','2112-06-23'),
('9075826018660728','Cordelia Schneider','Ulsa Avenue','2047-04-15'),
('3574171323615843','Rose Hammond','Ceewo Way','2096-10-03'),
('2344594758251179','Susan Ballard','Bero Drive','2096-01-31'),
('9349297005151670','Charles Henderson','Japu Lane','2073-01-02'),
('6722917846537861','Jose Brady','Ijwiw Parkway','2043-12-30'),
('8473052656586990','Gertrude Webb','Uziwom Way','2082-05-06'),
('7983070631716572','Tommy Simon','Nozwi Junction','2043-01-22'),
('6053007680642016','Arthur Phelps','Orezun Street','2058-12-29'),
('6692197727127138','Nina Casey','Hikhed Parkway','2035-04-06'),
('1612053571150112','Barry McDaniel','Rovde Parkway','2059-09-07'),
('9476750758568055','Ida Wolfe','Meuv Pike','2046-12-23'),
('3413316743012625','Violet Benson','Arza Grove','2044-01-25'),
('6289507701646140','Jonathan Frazier','Bavcoh Turnpike','2093-02-09')
