INSERT into tentor (id_tentor, alamat_tentor, nama_tentor, tanggal_t) VALUES
('304700','bougenville','ayu','2010-03-10'),
('125047','cempaka','tono','2015-02-15'),
('068730','melati','eka','2024-12-03'),
('794803','mawar','wawan','2020-12-09'),
('350494','cempaka','lia','2019-04-25'),
('588083','anggrek','eka','2015-06-23'),
('867320','lily','tono','2019-01-16'),
('587968','lily','hendra','2017-08-08'),
('442125','bougenville','eka','2011-06-24'),
('290093','anggrek','ayu','2018-10-06'),
('042705','mawar','mira','2012-04-03'),
('444818','teratai','tono','2018-08-01'),
('753129','sakura','lia','2014-02-12'),
('950201','cempaka','nanda','2017-07-19'),
('594530','cempaka','nanda','2021-08-23'),
('070485','flamboyan','gita','2010-06-11'),
('556529','flamboyan','gita','2016-03-11'),
('069282','cempaka','lia','2021-02-24'),
('917437','cempaka','citra','2015-12-06'),
('991399','melati','utami','2019-02-17'),
('325756','cempaka','tono','2022-05-23'),
('352643','mawar','dewi','2018-06-20'),
('172824','anggrek','kartika','2025-04-11'),
('961914','lily','ayu','2024-09-29'),
('067940','bougenville','tono','2014-11-07'),
('780826','bougenville','lia','2020-10-12'),
('437858','kenanga','ayu','2011-06-01'),
('322353','bougenville','utami','2013-04-28'),
('226545','mawar','fajar','2024-01-23'),
('384619','bougenville','rudi','2022-02-05'),
('655857','anggrek','sari','2012-02-14'),
('228010','lily','budi','2013-04-10'),
('837932','lily','vina','2013-12-26'),
('076287','lily','utami','2014-08-05'),
('055170','sakura','budi','2013-12-17'),
('884355','bougenville','gita','2013-10-30'),
('219512','bougenville','wawan','2016-06-28'),
('126648','mawar','joko','2012-08-18'),
('978076','teratai','utami','2025-11-27'),
('897888','mawar','mira','2014-05-03'),
('859878','anggrek','indah','2014-03-18'),
('298770','teratai','fajar','2018-02-27'),
('002764','flamboyan','gita','2018-02-16'),
('758303','teratai','lia','2014-04-19'),
('915370','anggrek','lia','2023-04-20'),
('841411','flamboyan','vina','2020-11-02'),
('786310','mawar','tono','2025-04-24'),
('025705','anggrek','utami','2025-04-09'),
('311785','flamboyan','dewi','2012-06-25'),
('899514','bougenville','vina','2022-09-27'),
('768548','anggrek','wawan','2025-05-31'),
('956717','flamboyan','fajar','2014-12-16'),
('084115','melati','kartika','2023-12-04'),
('066374','bougenville','eka','2012-12-06'),
('488756','cempaka','vina','2011-05-18'),
('555262','mawar','nanda','2017-03-16'),
('428313','sakura','budi','2011-01-28'),
('054162','teratai','budi','2012-04-10'),
('068225','anggrek','lia','2012-09-04'),
('709166','bougenville','rudi','2024-05-30'),
('494841','flamboyan','gita','2015-05-22'),
('554016','anggrek','citra','2014-07-24'),
('835496','bougenville','eka','2025-09-01'),
('643456','melati','fajar','2012-03-26'),
('004575','teratai','indah','2022-05-11'),
('624361','lily','dewi','2014-12-10'),
('572038','melati','sari','2018-02-24'),
('425810','mawar','kartika','2022-01-27'),
('928641','bougenville','wawan','2022-04-10'),
('056204','teratai','dewi','2015-08-08'),
('086197','teratai','lia','2011-05-09'),
('962211','kenanga','nanda','2022-01-17'),
('292065','lily','indah','2013-06-17'),
('331525','bougenville','utami','2022-06-06'),
('185098','melati','citra','2019-11-22'),
('207909','lily','budi','2018-06-20'),
('394348','teratai','mira','2021-09-20'),
('009319','lily','hendra','2025-12-23'),
('878450','melati','indah','2019-11-28'),
('927476','cempaka','budi','2019-05-25'),
('646799','kenanga','utami','2015-05-29'),
('993896','mawar','vina','2012-02-28'),
('624796','teratai','hendra','2021-02-03'),
('335616','melati','ayu','2015-03-05'),
('975756','sakura','eka','2024-05-01'),
('175588','mawar','vina','2011-06-15'),
('210161','teratai','sari','2013-05-22'),
('374192','kenanga','indah','2016-05-22'),
('503611','teratai','ayu','2019-08-13'),
('260976','kenanga','mira','2019-01-14'),
('407520','mawar','citra','2018-01-18'),
('674905','flamboyan','lia','2023-01-05'),
('872814','cempaka','budi','2015-07-09'),
('739908','lily','sari','2024-01-19'),
('485504','kenanga','mira','2023-02-05'),
('235271','lily','nanda','2025-03-01'),
('103723','melati','ayu','2019-03-23'),
('098937','mawar','ayu','2011-09-09'),
('877006','teratai','utami','2013-02-08'),
('213590','cempaka','fajar','2016-02-13'),
('943543','flamboyan','hendra','2018-05-20'),
('285740','flamboyan','joko','2012-03-20'),
('249026','cempaka','fajar','2010-08-14'),
('270598','sakura','hendra','2022-01-27'),
('515157','melati','vina','2017-06-30'),
('792208','melati','citra','2020-04-03'),
('508436','lily','hendra','2019-08-23'),
('418312','flamboyan','nanda','2012-05-14'),
('847076','bougenville','utami','2018-09-04'),
('249654','lily','wawan','2014-09-21'),
('967762','bougenville','wawan','2020-12-15'),
('428861','sakura','sari','2017-02-08'),
('255644','mawar','utami','2024-05-31'),
('800944','sakura','utami','2013-09-16'),
('409403','mawar','wawan','2014-10-25'),
('364329','anggrek','budi','2011-08-02'),
('945151','bougenville','mira','2025-11-28'),
('095832','teratai','lia','2025-04-04'),
('120554','melati','wawan','2011-05-20'),
('487176','mawar','kartika','2025-10-13'),
('294902','flamboyan','joko','2017-11-25'),
('562583','flamboyan','eka','2012-10-31'),
('909180','anggrek','fajar','2024-05-03'),
('719076','kenanga','mira','2021-09-11'),
('114602','kenanga','joko','2014-06-15'),
('940882','sakura','vina','2014-05-17'),
('282056','kenanga','budi','2015-10-01'),
('588559','lily','fajar','2019-11-27'),
('276958','anggrek','rudi','2014-08-12'),
('681730','kenanga','sari','2010-01-27'),
('806885','bougenville','rudi','2012-10-12'),
('001539','flamboyan','indah','2012-01-15'),
('462828','sakura','lia','2023-08-06'),
('948168','lily','nanda','2023-11-01'),
('140164','melati','citra','2024-06-06'),
('313728','lily','vina','2025-03-14'),
('346462','lily','utami','2023-10-24'),
('426783','teratai','tono','2020-09-16'),
('984633','cempaka','hendra','2013-01-08'),
('557217','bougenville','lia','2013-10-14'),
('132529','bougenville','sari','2025-12-31'),
('298985','sakura','kartika','2019-02-20'),
('682619','bougenville','joko','2021-09-24'),
('868808','melati','mira','2018-02-04'),
('906624','teratai','utami','2018-11-16'),
('519204','flamboyan','rudi','2014-12-31'),
('452375','flamboyan','lia','2011-12-22'),
('293077','lily','tono','2024-10-04'),
('755975','teratai','utami','2011-08-16'),
('074373','sakura','rudi','2015-12-21'),
('340882','lily','kartika','2011-12-18'),
('984709','lily','budi','2023-06-06'),
('892086','mawar','utami','2015-11-16'),
('223164','kenanga','dewi','2019-03-31'),
('666898','kenanga','gita','2010-06-04'),
('958659','teratai','lia','2010-12-07'),
('628361','anggrek','indah','2023-08-02'),
('839732','lily','kartika','2011-09-14'),
('077099','melati','kartika','2013-02-25'),
('154125','mawar','sari','2010-09-09'),
('250896','bougenville','wawan','2017-10-04'),
('913524','kenanga','citra','2017-06-08'),
('430870','flamboyan','rudi','2013-02-02'),
('611927','cempaka','wawan','2023-11-12'),
('930960','lily','rudi','2023-01-24'),
('931408','lily','hendra','2024-04-30'),
('758865','sakura','dewi','2021-09-16'),
('061616','mawar','budi','2023-01-16'),
('122757','bougenville','joko','2010-05-11'),
('768308','cempaka','kartika','2012-05-23'),
('077967','cempaka','vina','2021-08-20'),
('740431','sakura','fajar','2016-01-15'),
('721791','flamboyan','citra','2023-03-29'),
('588717','kenanga','citra','2021-11-12'),
('374989','melati','tono','2010-09-19'),
('101120','sakura','vina','2010-01-17'),
('299441','sakura','joko','2013-02-16'),
('051997','anggrek','nanda','2020-11-20'),
('155793','bougenville','indah','2021-05-15'),
('764650','teratai','eka','2011-02-09'),
('339470','kenanga','rudi','2016-11-18'),
('401440','kenanga','fajar','2018-08-22'),
('912104','kenanga','gita','2011-02-03'),
('653347','teratai','eka','2014-09-10'),
('204237','cempaka','budi','2015-01-24'),
('431186','teratai','wawan','2019-03-05'),
('548749','flamboyan','nanda','2011-01-06'),
('099451','cempaka','lia','2020-06-24'),
('776727','cempaka','citra','2020-11-13'),
('444252','kenanga','lia','2022-12-16'),
('864808','mawar','nanda','2019-07-02'),
('041238','kenanga','budi','2013-10-06'),
('457063','bougenville','citra','2011-10-14'),
('216149','flamboyan','hendra','2022-12-20'),
('995059','cempaka','kartika','2024-11-26'),
('049059','lily','budi','2023-07-14'),
('003659','sakura','dewi','2021-09-02'),
('858892','mawar','indah','2024-11-17'),
('957513','anggrek','dewi','2011-11-22'),
('872762','kenanga','dewi','2024-03-31'),
('614415','anggrek','indah','2015-06-03'),
('231134','flamboyan','joko','2014-10-18'),
('386580','flamboyan','joko','2019-11-18'),
('427955','lily','gita','2016-11-11'),
('239002','flamboyan','dewi','2019-05-04'),
('720495','anggrek','joko','2015-08-15'),
('091646','mawar','indah','2021-05-06'),
('299473','sakura','gita','2012-01-01'),
('904974','anggrek','utami','2018-12-23'),
('017839','sakura','wawan','2010-08-15'),
('418110','teratai','rudi','2016-11-18'),
('210764','kenanga','sari','2019-09-25'),
('057593','mawar','mira','2010-06-16'),
('466202','melati','dewi','2015-08-16'),
('895408','mawar','ayu','2010-10-25'),
('245204','bougenville','rudi','2018-08-08'),
('546515','flamboyan','ayu','2021-02-07'),
('872191','sakura','dewi','2011-04-08'),
('890426','anggrek','gita','2024-04-18'),
('454296','melati','kartika','2014-02-04'),
('432123','lily','mira','2024-04-28'),
('946382','anggrek','mira','2015-05-23'),
('713770','bougenville','hendra','2010-09-04'),
('206291','melati','kartika','2020-09-14'),
('140831','anggrek','utami','2011-03-30'),
('248893','kenanga','eka','2010-09-26'),
('201445','mawar','utami','2014-07-17'),
('392321','flamboyan','eka','2025-09-08'),
('199680','teratai','dewi','2023-10-02'),
('687924','melati','gita','2011-07-09'),
('453480','lily','eka','2020-12-24'),
('841855','flamboyan','kartika','2022-05-27'),
('213528','lily','gita','2022-07-06'),
('152426','melati','dewi','2017-10-15'),
('771056','teratai','gita','2011-09-07'),
('419928','sakura','budi','2024-03-12'),
('259422','kenanga','rudi','2025-06-24'),
('037351','mawar','utami','2024-03-11'),
('736941','bougenville','tono','2013-07-30'),
('867401','flamboyan','lia','2022-07-16'),
('144555','melati','sari','2010-03-07'),
('376518','anggrek','budi','2020-08-17'),
('644767','teratai','lia','2011-04-01'),
('407970','mawar','eka','2018-03-18'),
('190331','anggrek','ayu','2022-10-01'),
('529533','anggrek','budi','2023-08-13'),
('724005','lily','lia','2019-07-04'),
('395702','teratai','kartika','2022-02-08'),
('469420','flamboyan','gita','2023-10-25'),
('922643','melati','eka','2011-01-10'),
('770546','cempaka','nanda','2018-10-20'),
('167171','mawar','dewi','2021-06-20'),
('609132','mawar','tono','2021-03-14'),
('148048','mawar','ayu','2012-02-15'),
('184036','anggrek','sari','2015-06-01'),
('767689','flamboyan','indah','2023-12-12'),
('551236','bougenville','fajar','2011-12-15'),
('116122','anggrek','sari','2011-09-20'),
('244442','teratai','eka','2023-02-08'),
('734353','kenanga','eka','2015-07-22'),
('590799','sakura','nanda','2018-09-20'),
('802249','lily','budi','2018-02-09'),
('182487','cempaka','tono','2023-11-22'),
('234326','lily','sari','2021-07-15'),
('968678','anggrek','ayu','2012-11-23'),
('140215','teratai','lia','2017-08-31'),
('618188','sakura','indah','2021-05-18'),
('491968','teratai','wawan','2024-10-15'),
('711463','anggrek','lia','2017-04-11'),
('944754','bougenville','kartika','2025-08-12'),
('133147','melati','kartika','2016-07-25'),
('389649','lily','budi','2020-12-02'),
('490429','lily','tono','2014-04-23'),
('099025','flamboyan','kartika','2021-09-10'),
('205940','kenanga','sari','2019-02-01'),
('037858','teratai','nanda','2010-09-18'),
('819519','teratai','gita','2021-03-11'),
('166718','melati','sari','2022-03-29'),
('775572','kenanga','tono','2012-06-16'),
('026640','melati','utami','2021-03-01'),
('516559','sakura','tono','2023-04-23'),
('735338','kenanga','wawan','2013-05-28'),
('701371','flamboyan','lia','2013-09-25'),
('149334','anggrek','kartika','2013-04-30'),
('063165','lily','eka','2024-05-06'),
('115954','mawar','tono','2013-12-20'),
('032900','kenanga','tono','2014-08-17'),
('668930','cempaka','sari','2012-03-26'),
('232340','teratai','wawan','2024-04-28'),
('825280','anggrek','tono','2020-10-30'),
('337935','mawar','joko','2015-08-20'),
('811280','mawar','ayu','2012-11-09'),
('787913','teratai','ayu','2022-05-01'),
('464478','cempaka','fajar','2017-11-21'),
('794845','bougenville','mira','2022-09-13'),
('719395','flamboyan','indah','2013-02-07'),
('713634','anggrek','hendra','2019-09-09'),
('332468','bougenville','lia','2020-09-02'),
('537333','flamboyan','nanda','2025-09-29'),
('094857','mawar','nanda','2012-06-15'),
('067827','bougenville','hendra','2025-10-09'),
('636457','kenanga','ayu','2013-02-23'),
('422317','anggrek','rudi','2013-01-12'),
('939609','sakura','mira','2011-11-08'),
('566508','melati','budi','2017-12-10'),
('355683','kenanga','tono','2013-04-03'),
('732229','flamboyan','nanda','2014-09-10'),
('433723','bougenville','kartika','2016-04-20'),
('306031','melati','dewi','2010-08-31'),
('282491','flamboyan','ayu','2017-08-17'),
('258744','bougenville','joko','2011-09-22'),
('704201','sakura','gita','2018-02-01'),
('202956','mawar','kartika','2020-03-10'),
('467897','sakura','vina','2023-09-22'),
('976507','bougenville','citra','2018-12-13'),
('170625','teratai','utami','2019-09-24'),
('050653','mawar','lia','2019-12-10'),
('927046','lily','citra','2013-11-28'),
('650410','cempaka','rudi','2019-08-01'),
('734068','sakura','ayu','2012-11-20'),
('279804','lily','hendra','2022-04-07'),
('620823','anggrek','vina','2011-05-22'),
('514349','sakura','dewi','2020-02-26'),
('851134','kenanga','gita','2021-04-09'),
('400181','cempaka','rudi','2023-04-02'),
('222376','bougenville','mira','2021-12-24'),
('671039','anggrek','lia','2024-01-07'),
('656577','bougenville','rudi','2016-06-24'),
('249527','melati','hendra','2024-01-19'),
('456517','mawar','wawan','2017-03-25'),
('683001','flamboyan','rudi','2013-10-03'),
('722693','sakura','eka','2022-09-27'),
('839895','kenanga','lia','2014-11-01'),
('626689','cempaka','indah','2024-11-24'),
('218877','sakura','ayu','2015-09-25'),
('692506','mawar','budi','2013-04-25'),
('108811','lily','wawan','2017-03-24'),
('865056','lily','wawan','2025-08-25'),
('013308','kenanga','tono','2017-03-08'),
('309788','anggrek','mira','2016-11-20'),
('250429','lily','rudi','2011-03-24'),
('203006','lily','nanda','2018-01-22'),
('866958','lily','tono','2019-01-28'),
('747117','cempaka','ayu','2021-09-18'),
('624529','flamboyan','nanda','2021-07-23'),
('849911','mawar','citra','2023-02-08'),
('824103','lily','fajar','2021-10-05'),
('602349','mawar','fajar','2024-09-14'),
('637153','anggrek','hendra','2016-08-12'),
('199715','lily','citra','2025-11-16'),
('350613','cempaka','ayu','2024-05-01'),
('786707','sakura','budi','2021-12-13'),
('529473','anggrek','kartika','2021-01-05'),
('206547','lily','tono','2024-09-12'),
('196738','sakura','tono','2017-10-22'),
('375671','melati','joko','2011-11-02'),
('774184','lily','fajar','2018-02-06'),
('749501','melati','kartika','2015-06-25'),
('495706','anggrek','dewi','2023-12-08'),
('658659','mawar','citra','2023-03-01'),
('614539','lily','dewi','2023-03-09'),
('368027','anggrek','mira','2021-12-15'),
('328513','melati','hendra','2013-04-12'),
('875603','flamboyan','lia','2020-10-11'),
('414452','mawar','sari','2015-09-18'),
('339431','teratai','gita','2019-03-14'),
('974666','kenanga','citra','2021-12-01'),
('655785','anggrek','ayu','2018-12-02'),
('248982','mawar','budi','2015-06-29'),
('015466','mawar','rudi','2016-04-23'),
('160143','mawar','kartika','2018-10-13'),
('405082','bougenville','indah','2020-08-25'),
('538071','melati','fajar','2012-09-04'),
('651085','kenanga','gita','2015-04-10'),
('027152','cempaka','hendra','2018-02-04'),
('400352','cempaka','hendra','2016-04-02'),
('370670','anggrek','fajar','2015-03-31'),
('758327','mawar','lia','2023-04-18'),
('109340','bougenville','ayu','2010-02-22'),
('741049','kenanga','budi','2019-04-12'),
('353899','mawar','kartika','2010-10-19'),
('050100','kenanga','vina','2011-01-31'),
('272573','melati','gita','2019-07-29'),
('815216','cempaka','utami','2023-05-27'),
('672826','lily','wawan','2012-01-11'),
('395588','teratai','nanda','2018-10-14'),
('406709','sakura','vina','2025-11-19'),
('048058','sakura','utami','2011-10-29'),
('747981','cempaka','eka','2025-07-22'),
('596218','bougenville','mira','2019-04-09'),
('167010','lily','wawan','2010-07-03'),
('363734','teratai','utami','2015-07-03'),
('698211','lily','wawan','2022-11-25'),
('865490','kenanga','fajar','2011-11-10'),
('167818','sakura','kartika','2010-09-05'),
('384266','mawar','indah','2025-10-16'),
('968939','melati','kartika','2011-12-28'),
('051388','anggrek','rudi','2024-10-20'),
('295763','mawar','dewi','2023-03-28'),
('405971','flamboyan','rudi','2015-01-26'),
('354756','lily','eka','2016-05-14'),
('197288','mawar','citra','2010-04-05'),
('702780','flamboyan','kartika','2017-07-15'),
('210305','melati','sari','2016-01-16'),
('488940','anggrek','mira','2011-11-13'),
('337262','sakura','mira','2017-02-15'),
('637684','melati','rudi','2025-04-16'),
('660904','sakura','nanda','2012-05-04'),
('119841','kenanga','budi','2014-04-09'),
('940252','kenanga','wawan','2023-01-10'),
('654007','anggrek','fajar','2011-07-27'),
('332871','cempaka','indah','2021-08-31'),
('397148','kenanga','citra','2025-07-04'),
('024525','kenanga','vina','2023-05-26'),
('033645','anggrek','fajar','2021-10-09'),
('960261','kenanga','budi','2015-09-10'),
('574059','anggrek','wawan','2018-07-19'),
('415192','mawar','eka','2023-08-03'),
('993755','cempaka','dewi','2012-05-23'),
('102785','kenanga','indah','2012-12-17'),
('949782','mawar','dewi','2012-09-13'),
('120853','flamboyan','vina','2011-12-15'),
('444487','teratai','hendra','2019-11-24'),
('552444','teratai','lia','2020-02-06'),
('921190','sakura','rudi','2025-10-08'),
('197484','anggrek','lia','2013-12-14'),
('491273','lily','mira','2020-01-26'),
('932249','bougenville','fajar','2020-11-24'),
('104909','teratai','utami','2017-04-24'),
('198394','anggrek','gita','2014-10-25'),
('912753','flamboyan','gita','2021-09-07'),
('387390','bougenville','tono','2021-02-15'),
('879374','mawar','wawan','2017-09-06'),
('711701','mawar','sari','2013-07-04'),
('351610','bougenville','budi','2011-06-05'),
('266208','sakura','gita','2016-02-05'),
('121342','anggrek','gita','2011-10-07'),
('345963','cempaka','dewi','2017-04-30'),
('795040','cempaka','vina','2025-12-13'),
('899493','sakura','tono','2019-11-16'),
('114399','anggrek','dewi','2023-09-30'),
('522239','melati','utami','2012-01-06'),
('341392','mawar','budi','2017-09-06'),
('205709','flamboyan','hendra','2017-01-04'),
('939611','mawar','tono','2025-09-23'),
('834812','bougenville','fajar','2022-05-19'),
('610032','bougenville','budi','2023-08-07'),
('371143','mawar','wawan','2011-06-17'),
('323123','bougenville','gita','2015-04-29'),
('257531','teratai','lia','2022-01-14'),
('886288','melati','nanda','2010-03-10'),
('333398','sakura','gita','2024-02-16'),
('022159','melati','joko','2010-12-12'),
('479184','cempaka','ayu','2019-12-20'),
('169976','anggrek','sari','2015-08-18'),
('420247','mawar','nanda','2017-04-24'),
('128295','anggrek','gita','2025-10-28'),
('999803','cempaka','kartika','2012-02-27'),
('037761','melati','vina','2025-12-16'),
('938543','sakura','ayu','2012-10-12'),
('991860','flamboyan','indah','2024-04-25'),
('130319','flamboyan','gita','2018-10-08'),
('444612','sakura','joko','2023-08-25'),
('485411','teratai','gita','2014-04-08'),
('993865','flamboyan','utami','2024-11-02'),
('447048','cempaka','budi','2023-11-06'),
('755443','sakura','indah','2023-11-15'),
('554090','anggrek','ayu','2022-10-19'),
('578689','bougenville','fajar','2016-10-22'),
('155432','sakura','eka','2025-05-07'),
('619536','melati','joko','2013-03-16'),
('465693','cempaka','sari','2019-10-31'),
('475887','cempaka','gita','2022-07-13'),
('726930','kenanga','rudi','2018-11-17'),
('774514','mawar','utami','2023-07-15'),
('521507','lily','fajar','2010-12-24'),
('537684','flamboyan','wawan','2016-01-16'),
('382505','melati','lia','2018-04-23'),
('780449','mawar','wawan','2013-03-15'),
('762473','melati','utami','2015-02-01'),
('491434','flamboyan','dewi','2021-04-25'),
('308073','flamboyan','dewi','2014-09-07'),
('607305','mawar','kartika','2019-02-13'),
('604259','teratai','wawan','2012-01-02'),
('334117','kenanga','joko','2018-11-18'),
('809218','cempaka','fajar','2016-07-20'),
('475337','bougenville','ayu','2017-01-08'),
('192684','cempaka','mira','2020-03-20'),
('233860','sakura','eka','2016-08-09'),
('170845','anggrek','mira','2020-01-16'),
('030332','anggrek','nanda','2021-06-02'),
('395542','bougenville','budi','2017-07-07'),
('084480','cempaka','tono','2016-12-24'),
('774144','bougenville','vina','2021-03-16'),
('590839','cempaka','lia','2018-11-29'),
('395361','cempaka','lia','2011-03-20'),
('034314','teratai','mira','2023-01-07'),
('525103','anggrek','utami','2011-05-11'),
('918743','melati','nanda','2013-12-24'),
('227974','melati','lia','2012-01-26'),
('360240','lily','tono','2020-01-25'),
('132673','kenanga','utami','2010-01-31'),
('315434','bougenville','gita','2011-08-10'),
('540870','bougenville','mira','2018-07-02'),
('493635','mawar','joko','2023-12-25'),
('183256','teratai','citra','2024-06-09'),
('409476','kenanga','citra','2025-09-08'),
('745453','anggrek','nanda','2017-09-24'),
('104141','mawar','vina','2020-05-30'),
('916408','sakura','sari','2012-06-20'),
('512731','flamboyan','vina','2011-11-18'),
('225324','sakura','tono','2020-06-26'),
('828112','anggrek','mira','2023-08-25'),
('269888','melati','dewi','2019-02-06'),
('171888','flamboyan','sari','2024-11-06'),
('001922','kenanga','gita','2012-06-11'),
('881253','cempaka','citra','2023-10-16'),
('799234','flamboyan','mira','2018-11-05'),
('771998','sakura','mira','2018-02-17'),
('083053','sakura','utami','2010-06-22'),
('639906','kenanga','tono','2012-11-13'),
('344595','mawar','hendra','2015-08-17'),
('943891','flamboyan','hendra','2017-05-19'),
('176035','mawar','citra','2021-11-20'),
('786728','teratai','citra','2022-07-27'),
('156411','bougenville','hendra','2021-08-09'),
('120850','flamboyan','lia','2017-06-17'),
('903193','melati','tono','2017-01-15'),
('657601','teratai','rudi','2010-01-10'),
('770245','flamboyan','eka','2010-11-24'),
('431519','melati','mira','2019-09-27'),
('721771','bougenville','wawan','2021-12-09'),
('882361','sakura','citra','2019-05-05'),
('072488','lily','fajar','2025-09-19'),
('002810','sakura','gita','2025-07-31'),
('958936','mawar','tono','2014-09-04'),
('640319','melati','ayu','2011-07-31'),
('654333','lily','dewi','2022-02-11'),
('628351','bougenville','wawan','2018-01-09'),
('807607','teratai','sari','2025-04-27'),
('899003','lily','rudi','2023-04-14'),
('295883','lily','sari','2021-05-15'),
('265017','bougenville','nanda','2024-03-21'),
('636010','mawar','utami','2012-06-11'),
('346005','teratai','tono','2017-03-05'),
('487629','anggrek','wawan','2021-05-17'),
('204586','lily','hendra','2024-06-25'),
('381071','melati','lia','2016-06-07'),
('957871','lily','kartika','2023-04-13'),
('708419','kenanga','kartika','2019-12-08'),
('036609','bougenville','wawan','2022-03-02'),
('118781','anggrek','indah','2013-11-26'),
('341235','melati','hendra','2010-03-21'),
('841491','melati','indah','2017-12-26'),
('181238','sakura','sari','2020-01-20'),
('090879','melati','budi','2019-08-20'),
('470526','kenanga','citra','2013-08-29'),
('189667','sakura','utami','2025-07-03'),
('474059','kenanga','mira','2019-03-13'),
('159230','bougenville','hendra','2021-09-21'),
('709362','anggrek','tono','2015-09-24'),
('828036','mawar','dewi','2012-04-01'),
('376650','bougenville','lia','2024-01-19'),
('160960','flamboyan','tono','2025-04-27'),
('722079','cempaka','kartika','2018-02-12'),
('450458','anggrek','eka','2020-04-02'),
('097084','lily','nanda','2025-08-29'),
('500292','bougenville','utami','2014-11-08'),
('447904','anggrek','dewi','2025-09-07'),
('969387','teratai','fajar','2018-05-12'),
('203936','flamboyan','indah','2012-09-11'),
('020481','flamboyan','vina','2022-07-11'),
('436303','lily','gita','2020-11-05'),
('251720','cempaka','gita','2022-10-26'),
('655726','melati','utami','2015-03-14'),
('046916','kenanga','tono','2022-11-01'),
('980144','bougenville','ayu','2023-12-24'),
('844478','lily','joko','2019-09-18'),
('074626','mawar','budi','2017-11-22'),
('459405','kenanga','eka','2018-10-16'),
('390952','flamboyan','citra','2016-06-02'),
('616283','flamboyan','mira','2016-01-21'),
('993807','mawar','ayu','2014-08-12'),
('656157','teratai','fajar','2025-09-09'),
('951029','anggrek','ayu','2017-03-27'),
('801961','melati','joko','2022-10-09'),
('526846','sakura','utami','2012-10-01'),
('784403','melati','mira','2020-06-10'),
('340128','bougenville','hendra','2023-11-18'),
('410702','mawar','utami','2020-03-01'),
('088740','teratai','lia','2022-04-15'),
('601284','teratai','rudi','2020-10-02'),
('622807','anggrek','hendra','2022-08-15'),
('860682','flamboyan','ayu','2024-09-06'),
('075275','lily','tono','2017-05-01'),
('518119','sakura','lia','2013-07-20'),
('935233','teratai','budi','2022-03-09'),
('546867','bougenville','dewi','2024-07-04'),
('661097','kenanga','hendra','2010-05-11'),
('929989','lily','utami','2013-10-22'),
('400001','bougenville','indah','2016-11-22'),
('139886','teratai','hendra','2019-01-22'),
('827294','bougenville','budi','2013-09-25'),
('374668','melati','utami','2018-10-16'),
('473339','cempaka','lia','2010-02-14'),
('103445','sakura','fajar','2010-10-21'),
('070272','bougenville','ayu','2021-04-26'),
('378774','mawar','eka','2022-04-27'),
('182240','mawar','citra','2023-02-21'),
('275296','teratai','citra','2024-12-02'),
('417946','flamboyan','utami','2010-04-27'),
('446327','flamboyan','citra','2011-08-21'),
('074736','mawar','tono','2022-06-07'),
('480469','sakura','sari','2023-01-02'),
('178934','bougenville','nanda','2018-07-15'),
('177507','cempaka','eka','2025-07-07'),
('560881','flamboyan','eka','2022-03-11'),
('914488','anggrek','fajar','2018-08-07'),
('126373','melati','mira','2016-05-02'),
('665100','kenanga','wawan','2020-08-07'),
('792540','sakura','budi','2021-11-29'),
('914567','sakura','utami','2016-09-22'),
('771012','flamboyan','nanda','2021-08-12'),
('805516','teratai','rudi','2017-03-23'),
('920152','cempaka','wawan','2015-06-11'),
('789350','melati','vina','2016-02-16'),
('665101','melati','fajar','2023-09-06'),
('270566','bougenville','rudi','2020-01-23'),
('173664','flamboyan','vina','2015-02-24'),
('637265','mawar','gita','2019-02-03'),
('706040','flamboyan','joko','2021-10-02'),
('128571','melati','wawan','2019-08-04'),
('899958','cempaka','kartika','2025-02-11'),
('132363','lily','sari','2025-01-07'),
('539010','sakura','citra','2025-04-08'),
('032270','teratai','joko','2022-10-17'),
('702367','melati','lia','2014-07-29'),
('888676','lily','budi','2022-03-15'),
('746161','teratai','gita','2017-08-21'),
('363403','lily','hendra','2012-01-07'),
('516324','melati','mira','2021-03-22'),
('475746','sakura','gita','2019-06-06'),
('580982','mawar','mira','2016-10-18'),
('104824','teratai','kartika','2024-05-07'),
('973090','cempaka','rudi','2019-05-09'),
('560556','sakura','fajar','2014-10-21'),
('285297','anggrek','sari','2023-11-09'),
('307252','teratai','gita','2014-12-31'),
('391519','lily','vina','2010-03-07'),
('713919','cempaka','joko','2015-03-26'),
('837603','mawar','eka','2023-02-19'),
('403170','flamboyan','indah','2018-03-17'),
('844913','lily','gita','2022-10-05'),
('329026','mawar','nanda','2018-02-11'),
('964812','mawar','hendra','2021-08-17'),
('361911','cempaka','rudi','2021-12-18'),
('576387','lily','gita','2023-12-18'),
('621965','flamboyan','joko','2020-09-15'),
('897487','mawar','citra','2022-03-07'),
('216600','bougenville','rudi','2023-03-26'),
('000326','kenanga','eka','2015-02-09'),
('368586','cempaka','lia','2014-11-10'),
('896469','melati','nanda','2020-11-23'),
('420785','flamboyan','mira','2014-04-11'),
('198642','anggrek','nanda','2013-06-15'),
('083921','sakura','fajar','2022-12-01'),
('967387','bougenville','eka','2025-02-06'),
('468655','bougenville','mira','2010-11-08'),
('916006','cempaka','nanda','2014-06-24'),
('510608','melati','indah','2023-04-21'),
('166023','kenanga','fajar','2021-04-26'),
