INSERT into siswa (id_siswa, nama_siswa, tanggal_lahir, kelamin) VALUES
('769051','zahra','2008-01-02','P'),
('085639','budi','2013-10-30','L'),
('634013','nanda','2010-09-06','L'),
('302843','hendra','2013-05-24','P'),
('992716','gita','2009-04-14','L'),
('946208','agus','2006-04-21','L'),
('326927','farah','2015-10-12','L'),
('173470','mira','2015-09-28','P'),
('919532','rizky','2011-04-01','P'),
('222215','gita','2007-02-17','L'),
('114259','hendra','2012-09-05','P'),
('709770','lutfi','2009-06-13','P'),
('572845','dewi','2013-11-16','L'),
('340850','sinta','2008-07-16','P'),
('264176','utami','2012-05-28','L'),
('405653','vina','2009-01-21','L'),
('300584','utami','2013-08-07','L'),
('496471','nanda','2008-05-29','P'),
('954251','mira','2012-04-01','L'),
('166071','mira','2006-03-10','P'),
('279577','agus','2005-05-28','L'),
('525310','wawan','2014-05-26','L'),
('238722','sinta','2009-08-29','L'),
('567310','eka','2007-12-12','P'),
('338910','citra','2013-10-13','L'),
('407637','vina','2007-05-14','L'),
('811566','bayu','2005-06-09','P'),
('550544','agus','2007-05-30','L'),
('287057','dewi','2011-05-03','L'),
('926434','zahra','2005-01-31','L'),
('786097','eka','2005-01-29','P'),
('899522','rudi','2009-08-15','L'),
('407307','zahra','2012-10-20','L'),
('830469','lia','2015-11-29','L'),
('364820','gita','2014-04-14','P'),
('650597','fajar','2010-03-16','L'),
('961061','zahra','2009-01-18','L'),
('689833','sinta','2010-06-17','P'),
('565868','sinta','2013-01-08','L'),
('536353','fajar','2013-12-13','P'),
('826437','sinta','2011-08-14','P'),
('999695','kartika','2008-11-10','L'),
('779145','indah','2013-11-27','P'),
('829279','agus','2015-01-09','P'),
('054613','sinta','2013-11-03','L'),
('106288','dewi','2006-07-12','P'),
('889133','farah','2010-01-29','P'),
('896566','citra','2010-01-06','L'),
('678677','rizky','2005-11-11','L'),
('166269','farah','2006-02-08','L'),
('592656','utami','2007-05-23','L'),
('645338','yoga','2009-09-14','P'),
('124981','zahra','2009-09-29','P'),
('415755','agus','2006-06-21','L'),
('954794','rina','2013-06-26','L'),
('529915','hendra','2007-09-10','P'),
('675168','farah','2005-01-27','P'),
('618207','lutfi','2010-04-09','P'),
('171687','wawan','2013-07-03','L'),
('976631','nanda','2008-06-30','L'),
('944677','rudi','2012-08-13','P'),
('939458','dewi','2013-02-17','L'),
('429883','nanda','2008-10-30','P'),
('587512','budi','2008-10-21','P'),
('158834','mira','2007-03-05','P'),
('320324','dewi','2015-12-24','L'),
('594147','yoga','2010-10-11','P'),
('683417','joko','2011-05-08','P'),
('437784','eka','2011-07-25','P'),
('112769','dewi','2010-08-11','L'),
('970499','utami','2013-02-13','P'),
('628579','budi','2009-12-22','L'),
('475624','citra','2008-09-04','L'),
('433417','putri','2010-02-08','P'),
('329324','rina','2007-09-15','P'),
('442711','farah','2009-12-09','L'),
('007501','gita','2011-11-30','P'),
('011736','bayu','2009-03-06','L'),
('422359','sari','2011-10-29','L'),
('574183','vina','2012-09-20','L'),
('672581','citra','2012-04-19','L'),
('408361','lia','2011-02-22','L'),
('220470','kartika','2012-10-09','P'),
('595154','yoga','2014-09-06','L'),
('931683','gita','2011-10-12','P'),
('151924','agus','2014-08-29','L'),
('000327','fajar','2008-11-18','L'),
('405123','sari','2005-06-30','P'),
('304043','dewi','2007-06-06','L'),
('661124','citra','2014-09-07','L'),
('574043','rizky','2006-06-19','L'),
('969466','mira','2012-03-06','L'),
('668768','rudi','2014-10-27','L'),
('538145','zahra','2007-07-16','P'),
('193593','hendra','2015-01-01','L'),
('649454','utami','2015-04-30','P'),
('780004','utami','2011-05-05','P'),
('870798','bayu','2007-04-08','L'),
('814205','wawan','2007-03-13','L'),
('617484','indah','2010-06-30','P'),
('929122','tono','2006-08-14','P'),
('640010','ayu','2006-07-25','L'),
('439436','rina','2011-03-21','P'),
('475086','gita','2005-01-12','L'),
('867425','farah','2010-05-28','L'),
('464217','bayu','2012-03-01','P'),
('729922','sinta','2011-02-21','P'),
('334317','joko','2009-11-25','P'),
('969617','vina','2014-09-02','P'),
('414853','sinta','2008-03-07','L'),
('360999','joko','2010-01-08','L'),
('160689','zahra','2007-11-24','L'),
('026465','mira','2005-06-09','P'),
('601726','ayu','2015-02-03','L'),
('314320','sinta','2005-06-20','P'),
('061690','farah','2009-12-18','P'),
('925042','citra','2011-10-11','P'),
('649239','budi','2007-09-12','L'),
('144255','mira','2006-06-02','L'),
('964070','mira','2008-02-18','P'),
('525420','dewi','2012-09-27','L'),
('677190','indah','2006-05-07','L'),
('800023','tono','2009-01-16','L'),
('031556','bayu','2010-09-06','P'),
('292059','indah','2008-11-19','P'),
('920717','farah','2009-06-03','P'),
('211987','indah','2006-02-05','L'),
('182652','kartika','2006-03-15','L'),
('034787','farah','2006-11-17','P'),
('351697','fajar','2010-07-10','L'),
('671082','citra','2008-09-07','P'),
('573977','bayu','2007-05-18','L'),
('178942','citra','2005-10-08','P'),
('925044','kartika','2006-04-07','P'),
('950905','gita','2011-04-08','P'),
('222353','kartika','2013-07-24','P'),
('796915','eka','2007-06-06','P'),
('499497','gita','2005-05-01','L'),
('574134','vina','2013-09-26','L'),
('814971','rudi','2009-03-09','L'),
('983096','farah','2015-08-31','P'),
('195353','zahra','2005-02-21','P'),
('154840','zahra','2008-11-29','P'),
('690248','zahra','2011-12-19','P'),
('431183','fajar','2010-05-03','L'),
('317030','rizky','2011-01-05','P'),
('131907','fajar','2011-09-30','P'),
('509601','indah','2006-02-09','L'),
('013390','rizky','2010-04-28','L'),
('523320','indah','2007-07-26','L'),
('266241','tono','2011-06-18','P'),
('629475','kartika','2008-01-01','L'),
('125545','eka','2014-03-09','P'),
('116511','kartika','2006-11-21','P'),
('163914','fajar','2009-08-22','L'),
('981016','hendra','2005-11-27','L'),
('916791','nanda','2010-03-10','P'),
('502833','nanda','2014-03-01','P'),
('129478','rudi','2008-06-11','L'),
('231808','farah','2013-11-18','L'),
('255433','citra','2006-07-20','P'),
('411483','zahra','2012-03-23','P'),
('271806','agus','2006-12-22','L'),
('248450','lia','2010-10-02','P'),
('279227','tono','2006-02-21','P'),
('187470','hendra','2014-06-20','P'),
('128257','vina','2005-01-12','L'),
('810571','nanda','2014-04-24','L'),
('998196','lutfi','2009-10-03','P'),
('952775','sari','2010-09-27','L'),
('213355','kartika','2006-11-20','L'),
('349953','lutfi','2013-03-25','L'),
('985251','fajar','2010-05-16','L'),
('468274','farah','2015-02-01','L'),
('911159','zahra','2006-08-08','P'),
('467631','putri','2007-03-20','P'),
('004450','citra','2010-12-22','P'),
('635263','utami','2015-10-20','P'),
('602438','indah','2014-07-09','L'),
('574434','rizky','2007-06-14','P'),
('082057','fajar','2014-04-01','P'),
('560007','kartika','2011-12-22','P'),
('852584','sari','2015-04-24','P'),
('398500','dewi','2015-02-12','L'),
('552458','wawan','2006-04-15','L'),
('090804','rizky','2013-04-11','L'),
('587772','ayu','2007-11-02','L'),
('131420','vina','2006-01-16','L'),
('297755','nanda','2011-11-19','P'),
('460709','utami','2012-01-13','L'),
('358957','rudi','2006-09-19','P'),
('720885','indah','2010-02-14','P'),
('084951','sari','2009-05-02','P'),
('467005','fajar','2014-01-15','P'),
('363686','lia','2010-09-03','P'),
('184230','nanda','2006-12-17','L'),
('014749','vina','2005-02-10','P'),
('240284','rina','2015-10-27','L'),
('792190','rina','2005-12-24','L'),
('757072','sari','2009-10-28','P'),
('889234','zahra','2011-08-13','L'),
('498639','sinta','2013-02-20','L'),
('941124','joko','2015-08-23','L'),
('438814','tono','2006-10-19','L'),
('878140','budi','2011-01-31','P'),
('620124','lutfi','2011-11-02','P'),
('774751','budi','2014-02-02','P'),
('230890','wawan','2012-11-11','L'),
('767854','sinta','2007-03-13','L'),
('732145','sari','2014-07-03','L'),
('293044','kartika','2007-03-30','L'),
('721659','gita','2009-02-06','P'),
('209205','putri','2012-04-09','L'),
('257331','wawan','2010-09-11','P'),
('807407','lia','2007-01-21','L'),
('853447','vina','2005-06-09','L'),
('150528','vina','2008-06-18','P'),
('226848','utami','2013-04-13','P'),
('250629','rina','2011-11-14','P'),
('383929','mira','2010-10-11','L'),
('338326','lutfi','2006-03-05','P'),
('296979','bayu','2015-07-01','L'),
('202731','vina','2014-02-25','P'),
('382571','tono','2015-03-14','L'),
('864366','dewi','2009-04-25','L'),
('414650','rina','2012-10-03','P'),
('005275','ayu','2008-10-11','P'),
('425986','dewi','2008-04-20','L'),
('486864','mira','2008-05-24','L'),
('340508','yoga','2014-02-15','L'),
('961867','lia','2013-06-17','P'),
('681114','gita','2014-04-11','L'),
('634183','utami','2014-04-26','P'),
('681870','vina','2009-02-26','P'),
('802346','citra','2005-12-15','P'),
('569683','indah','2009-08-22','L'),
('988936','zahra','2009-07-05','L'),
('038153','yoga','2006-09-28','L'),
('309227','rudi','2005-05-28','L'),
('874602','ayu','2008-03-23','P'),
('168056','dewi','2007-03-19','L'),
('888802','tono','2006-01-20','L'),
('783066','tono','2008-02-13','L'),
('786125','budi','2008-01-21','L'),
('789031','hendra','2006-10-26','L'),
('660748','vina','2007-08-01','P'),
('331880','zahra','2006-03-11','P'),
('145132','indah','2006-03-12','P'),
('606258','agus','2012-11-01','L'),
('548569','dewi','2015-07-11','L'),
('640319','kartika','2007-04-23','L'),
('996602','dewi','2015-04-12','L'),
('524659','ayu','2005-04-20','P'),
('720293','gita','2008-01-12','L'),
('588390','rizky','2009-11-30','P'),
('999847','kartika','2008-04-18','P'),
('457168','nanda','2009-06-30','L'),
('242216','ayu','2010-10-19','L'),
('957546','yoga','2009-04-16','L'),
('022333','utami','2005-10-25','L'),
('625840','farah','2015-01-08','L'),
('815863','dewi','2013-04-04','P'),
('097418','vina','2009-04-05','L'),
('026224','wawan','2006-04-16','L'),
('060382','wawan','2012-04-19','L'),
('027341','bayu','2005-12-20','P'),
('928125','agus','2011-12-24','L'),
('120179','ayu','2013-04-21','P'),
('187693','yoga','2012-03-07','L'),
('949767','agus','2009-06-11','P'),
('112801','wawan','2009-12-02','L'),
('975281','citra','2012-04-26','L'),
('878298','ayu','2012-01-29','L'),
('732492','lutfi','2012-08-17','L'),
('192426','eka','2015-11-03','P'),
('744239','farah','2008-12-07','P'),
('580108','putri','2009-12-12','L'),
('271256','ayu','2007-06-18','P'),
('130741','putri','2007-07-18','L'),
('961195','farah','2012-07-23','P'),
('418941','fajar','2005-01-25','P'),
('504986','hendra','2013-09-11','P'),
('549773','dewi','2008-05-12','P'),
('096639','rizky','2013-06-30','P'),
('668727','rina','2008-04-28','P'),
('965535','vina','2015-06-25','L'),
('642138','mira','2011-02-24','P'),
('876085','indah','2006-03-31','L'),
('867579','mira','2005-06-24','L'),
('394606','rizky','2011-08-27','P'),
('887867','kartika','2007-09-13','P'),
('700915','utami','2010-07-11','P'),
('021343','joko','2008-07-27','L'),
('030016','indah','2011-12-06','P'),
('919987','eka','2010-03-31','P'),
('625837','zahra','2008-03-22','P'),
('831918','kartika','2005-09-27','P'),
('651562','rudi','2011-04-07','P'),
('019063','joko','2011-01-09','P'),
('217134','rudi','2015-04-12','P'),
('524550','lia','2007-02-12','P'),
('060251','kartika','2006-04-08','L'),
('374651','farah','2013-03-02','L'),
('143180','ayu','2010-01-23','L'),
('079135','yoga','2011-05-01','P'),
('845298','mira','2011-06-22','P'),
('396439','budi','2012-02-29','P'),
('479653','citra','2009-03-23','P'),
('443258','sari','2014-03-17','L'),
('558622','sari','2007-11-22','P'),
('471259','farah','2011-09-29','P'),
('576650','vina','2013-12-26','P'),
('199577','mira','2011-06-26','P'),
('929886','sinta','2011-01-14','P'),
('123820','wawan','2015-01-26','P'),
('039513','budi','2014-10-13','L'),
('470591','citra','2014-04-13','P'),
('619122','kartika','2008-11-14','P'),
('084984','rina','2008-10-12','P'),
('019981','farah','2008-01-14','P'),
('054506','joko','2010-10-18','L'),
('824824','gita','2009-12-16','P'),
('160947','nanda','2010-10-21','L'),
('254065','dewi','2009-11-17','L'),
('262549','zahra','2012-06-21','P'),
('870833','joko','2005-12-30','L'),
('106659','gita','2015-03-22','L'),
('674453','lia','2012-10-01','L'),
('579556','eka','2006-01-16','P'),
('052841','gita','2009-06-09','P'),
('890949','wawan','2015-12-09','L'),
('814262','yoga','2013-05-14','P'),
('385462','hendra','2005-03-11','P'),
('568132','fajar','2015-03-05','L'),
('621178','rudi','2007-12-18','P'),
('876909','vina','2011-12-24','P'),
('014896','ayu','2010-07-26','P'),
('536771','rizky','2007-12-20','P'),
('634262','kartika','2009-09-06','L'),
('549011','yoga','2015-11-01','P'),
('429904','bayu','2008-08-24','P'),
('303306','utami','2008-08-04','L'),
('198069','putri','2009-09-12','L'),
('279651','putri','2009-04-09','L'),
('503691','rudi','2010-12-08','P'),
('120928','agus','2005-04-30','P'),
('277888','gita','2006-08-19','L'),
('512741','sinta','2011-08-02','P'),
('035000','rudi','2005-09-24','L'),
('401068','hendra','2009-08-23','L'),
('836401','vina','2009-01-10','P'),
('984593','ayu','2005-10-05','P'),
('646847','bayu','2007-07-25','P'),
('735094','fajar','2014-03-18','L'),
('877388','mira','2014-07-09','L'),
('278244','tono','2009-03-15','P'),
('814927','lia','2014-07-30','L'),
('297204','nanda','2014-05-07','L'),
('306021','lutfi','2015-11-26','P'),
('628649','farah','2012-09-08','P'),
('874712','rina','2007-06-29','P'),
('101787','indah','2012-08-20','P'),
('001531','lia','2011-09-04','L'),
('081154','vina','2013-11-04','L'),
('721762','rudi','2007-05-03','P'),
('945156','hendra','2010-10-28','P'),
('474325','citra','2014-03-29','L'),
('397212','hendra','2013-06-28','L'),
('399443','wawan','2010-07-18','L'),
('536344','indah','2011-01-12','P'),
('095869','citra','2014-10-17','P'),
('429470','tono','2011-03-12','P'),
('907358','sari','2013-07-31','L'),
('793318','rizky','2012-04-14','L'),
('073278','mira','2007-02-22','P'),
('446708','sari','2009-10-09','P'),
('197060','tono','2011-07-03','P'),
('726408','lutfi','2010-02-02','L'),
('824614','agus','2008-02-09','L'),
('792999','vina','2007-02-01','P'),
('449594','indah','2005-10-27','L'),
('100944','rudi','2013-02-04','L'),
('192052','tono','2009-05-17','L'),
('878879','eka','2010-02-10','P'),
('169981','fajar','2007-05-08','L'),
('834304','vina','2010-02-12','P'),
('311772','kartika','2007-03-12','P'),
('905300','joko','2012-03-26','P'),
('498226','sari','2007-05-01','L'),
('030200','kartika','2011-11-26','P'),
('554351','sinta','2013-01-29','P'),
('559707','ayu','2008-07-29','P'),
('005735','rudi','2014-08-19','P'),
('509785','wawan','2008-10-14','P'),
('125895','rizky','2006-04-14','P'),
('261145','sari','2005-06-08','P'),
('777660','indah','2015-08-02','P'),
('276011','lutfi','2007-09-01','L'),
('724568','hendra','2013-06-28','L'),
('437280','gita','2013-11-02','P'),
('874989','gita','2006-09-18','L'),
('390665','eka','2005-04-27','L'),
('851449','sari','2012-01-24','P'),
('190092','kartika','2009-10-12','P'),
('922279','sari','2013-10-09','P'),
('731687','lia','2013-02-14','L'),
('000992','eka','2009-03-18','P'),
('363582','indah','2011-12-01','L'),
('994358','lia','2010-08-16','L'),
('577440','farah','2005-10-16','L'),
('300478','dewi','2015-01-04','P'),
('794174','budi','2005-06-28','L'),
('669271','tono','2011-12-09','L'),
('218574','lia','2011-11-28','P'),
('288142','hendra','2012-12-31','L'),
('666072','putri','2009-03-10','P'),
('031452','hendra','2008-09-20','P'),
('519944','gita','2007-09-22','L'),
('111945','joko','2012-02-01','P'),
('249417','lia','2007-06-09','L'),
('940079','vina','2006-08-02','L'),
('895108','agus','2006-04-06','P'),
('420591','wawan','2005-03-16','L'),
('017122','hendra','2010-10-16','P'),
('784575','yoga','2014-08-13','P'),
('931070','rudi','2012-07-12','L'),
('784961','sari','2007-06-07','L'),
('270127','ayu','2014-01-21','L'),
('442235','mira','2015-03-08','P'),
('775918','yoga','2015-08-13','L'),
('536476','lia','2013-01-05','P'),
('447312','wawan','2006-11-20','P'),
('922348','budi','2013-06-23','L'),
('359364','dewi','2015-10-04','P'),
('421799','budi','2006-04-18','P'),
('801963','budi','2010-05-30','L'),
('316661','ayu','2006-11-03','L'),
('333007','hendra','2006-10-28','P'),
('295265','sinta','2012-01-10','L'),
('875702','zahra','2012-07-27','P'),
('472884','budi','2010-11-15','L'),
('277715','fajar','2012-11-26','L'),
('918853','joko','2008-10-13','L'),
('129187','rudi','2005-10-08','L'),
('154116','vina','2011-12-12','P'),
('545198','zahra','2015-12-15','L'),
('087015','zahra','2007-02-25','L'),
('133606','dewi','2006-12-07','P'),
('769273','wawan','2015-02-23','L'),
('372465','budi','2006-09-06','P'),
('526326','vina','2011-09-16','L'),
('785976','lia','2007-04-09','P'),
('525073','vina','2005-02-06','P'),
('666842','rina','2015-06-16','P'),
('184808','bayu','2014-05-10','L'),
('449788','ayu','2006-03-28','P'),
('589639','budi','2013-10-16','P'),
('059690','fajar','2011-11-17','L'),
('645834','joko','2008-09-07','L'),
('043548','ayu','2005-11-21','L'),
('028108','rizky','2007-03-16','L'),
('401332','citra','2014-02-24','P'),
('059390','vina','2013-12-26','L'),
('214140','yoga','2008-06-20','L'),
('027222','indah','2011-09-23','L'),
('446150','utami','2012-11-06','P'),
('829111','wawan','2008-01-12','P'),
('122859','kartika','2011-05-18','P'),
('997377','kartika','2011-07-18','P'),
('187929','rizky','2008-07-09','L'),
('279317','rudi','2011-01-14','L'),
('286679','bayu','2010-04-26','L'),
('410689','rina','2007-04-16','P'),
('282554','ayu','2005-12-03','L'),
('302744','gita','2011-02-19','L'),
('475528','gita','2015-11-03','L'),
('974476','bayu','2007-07-28','L'),
('163386','citra','2011-03-05','L'),
('068596','sari','2015-04-19','L'),
('361538','hendra','2007-12-22','L'),
('882103','tono','2006-02-03','P'),
('150440','dewi','2014-02-05','L'),
('671407','sinta','2008-01-30','P'),
('653753','yoga','2015-11-25','P'),
('339548','rudi','2015-06-23','L'),
('492246','joko','2014-03-01','L'),
('213901','nanda','2013-04-04','L'),
('898111','fajar','2011-04-26','P'),
('180716','hendra','2005-01-14','P'),
('350816','rina','2009-03-20','L'),
('545652','kartika','2006-08-15','L'),
('095574','rina','2015-03-10','P'),
('432780','sinta','2013-06-20','L'),
('656878','fajar','2014-04-20','P'),
('690178','hendra','2010-02-18','L'),
('985672','farah','2014-07-17','P'),
('157736','utami','2009-02-24','L'),
('561580','gita','2012-12-20','L'),
('720316','fajar','2007-09-03','P'),
('544321','fajar','2012-10-19','L'),
('281764','vina','2015-12-06','P'),
('478158','utami','2009-06-26','P'),
('458345','budi','2011-02-10','P'),
('448773','citra','2010-03-07','P'),
('253276','fajar','2006-12-12','L'),
('665630','nanda','2010-06-24','L'),
('632149','agus','2006-01-02','P'),
('763920','ayu','2007-03-17','P'),
('817953','putri','2008-03-08','P'),
('694619','putri','2006-08-18','L'),
('259111','rudi','2005-01-18','P'),
('237103','eka','2008-07-18','P'),
('331151','dewi','2006-05-24','P'),
('558447','sari','2005-08-26','L'),
('622536','rizky','2013-09-17','P'),
('684027','sari','2015-11-09','L'),
('634018','kartika','2010-08-20','L'),
('237345','indah','2015-12-17','P'),
('433341','ayu','2011-08-03','L'),
('996537','farah','2006-04-01','L'),
('379803','farah','2007-08-31','P'),
('615198','yoga','2012-05-31','P'),
('359352','sari','2009-09-15','P'),
('575657','rudi','2015-06-25','L'),
('169712','citra','2011-06-16','L'),
('564483','utami','2006-10-10','L'),
('856613','bayu','2014-11-22','L'),
('363440','sinta','2010-09-26','L'),
('240487','tono','2011-11-13','P'),
('724455','indah','2005-10-06','L'),
('599140','ayu','2007-08-29','L'),
('935976','kartika','2015-08-02','L'),
('462414','hendra','2013-11-21','L'),
('471791','zahra','2014-06-03','L'),
('667629','putri','2008-07-12','L'),
('604341','sari','2012-04-19','L'),
('732947','hendra','2006-02-21','L'),
('079130','rizky','2011-11-15','P'),
('826430','kartika','2008-12-22','L'),
('395648','rudi','2013-11-16','L'),
('567523','fajar','2010-01-25','P'),
('908568','bayu','2014-06-13','L'),
('502917','vina','2010-03-11','L'),
('579316','tono','2014-08-31','L'),
('426316','joko','2006-03-16','L'),
('624092','nanda','2006-11-11','L'),
('238943','kartika','2012-08-13','L'),
('825309','fajar','2008-09-01','L'),
('160732','rizky','2005-04-20','L'),
('520162','bayu','2010-01-31','P'),
('336840','kartika','2014-06-28','P'),
('807177','agus','2007-01-25','P'),
('840415','rudi','2013-05-26','P'),
('719038','agus','2011-05-28','L'),
('992260','lutfi','2007-08-10','L'),
('471090','vina','2006-02-05','P'),
('409725','bayu','2014-05-23','P'),
('475898','wawan','2008-11-29','P'),
('386878','eka','2008-12-28','P'),
('958799','budi','2006-03-06','P'),
('574096','eka','2008-02-17','L'),
('266900','utami','2006-10-23','L'),
('946553','rudi','2014-10-25','P'),
('900340','fajar','2008-03-31','L'),
('129540','agus','2009-08-15','L'),
('434988','zahra','2014-12-05','P'),
('641796','rudi','2012-01-23','P'),
('222242','sinta','2010-11-19','L'),
('923258','budi','2007-06-06','L'),
('176684','fajar','2005-07-19','P'),
('106576','rudi','2007-11-28','P'),
('550063','yoga','2011-04-15','L'),
('110602','vina','2007-03-04','L'),
('409058','rudi','2006-04-24','P'),
('897217','yoga','2007-07-26','P'),
('986865','tono','2015-03-13','L'),
('184980','fajar','2005-05-06','L'),
('789266','sari','2007-06-24','P'),
('544281','nanda','2010-03-16','L'),
('229148','sari','2015-02-23','P'),
('340857','indah','2015-09-22','P'),
('743742','lia','2012-12-04','P'),
('217058','rizky','2006-06-12','P'),
('056564','rudi','2011-12-06','L'),
('704334','rina','2007-08-08','P'),
('639031','citra','2011-06-27','P'),
('130717','vina','2015-07-08','P'),
('511210','kartika','2011-09-10','P'),
('555682','rudi','2011-08-27','P'),
('816634','fajar','2010-10-12','L'),
('617455','farah','2013-03-02','L'),
('093130','dewi','2013-08-31','L'),
('756392','putri','2009-05-25','P'),
('172298','wawan','2008-11-14','P'),
('272276','zahra','2015-11-27','P'),
('960622','rizky','2012-03-02','L'),
('533162','citra','2008-03-06','L'),
('340386','sari','2009-04-12','P'),
('663161','dewi','2005-03-27','L'),
('960143','rudi','2013-03-25','L'),
('354455','dewi','2013-03-11','L'),
('353681','rizky','2006-03-05','P'),
('809496','yoga','2005-08-04','P'),
('180465','sinta','2014-10-11','L'),
('632451','gita','2007-11-03','P'),
('894741','lia','2014-09-21','P'),
('569700','gita','2011-09-18','P'),
('210943','joko','2006-03-24','L'),
('463154','hendra','2009-06-22','L'),
('696378','farah','2005-04-15','L'),
('164420','putri','2009-07-05','P'),
('680680','joko','2011-06-23','P'),
('864479','dewi','2006-03-21','L'),
('716873','hendra','2015-08-04','P'),
('885254','fajar','2009-11-20','P'),
('376795','mira','2005-09-09','L'),
('348149','nanda','2008-05-17','L'),
('034901','fajar','2012-05-05','L'),
('334851','gita','2013-12-26','P'),
('956549','rizky','2013-09-18','L'),
('273207','gita','2009-11-06','P'),
('694394','ayu','2014-08-11','L'),
('340481','budi','2005-12-29','L'),
('092949','nanda','2013-07-03','L'),
('299572','nanda','2008-11-27','L'),
('366794','putri','2009-05-05','P'),
('752238','tono','2006-06-27','P'),
('872352','dewi','2005-04-03','L'),
('677130','farah','2009-11-14','L'),
('029489','nanda','2010-03-28','P'),
('385409','hendra','2010-04-26','L'),
('966596','wawan','2007-07-07','P'),
('375911','rudi','2008-05-14','L'),
('566857','kartika','2014-02-01','P'),
('725201','nanda','2014-05-02','L'),
('771673','lia','2014-01-30','P'),
('925663','gita','2008-12-25','P'),
('804382','gita','2010-07-11','L'),
('635329','nanda','2015-01-09','P'),
('531618','ayu','2011-04-01','P'),
('769653','kartika','2013-06-03','P'),
('610888','agus','2011-06-26','L'),
('815752','joko','2011-08-30','L'),
('750538','yoga','2012-04-29','L'),
('212014','putri','2005-06-23','P'),
('737937','agus','2011-09-27','L'),
('606369','lutfi','2006-07-30','L'),
('790216','tono','2006-06-22','P'),
('446213','putri','2011-01-20','P'),
('930922','lia','2008-10-01','L'),
('720077','rizky','2011-03-03','P'),
('321563','indah','2014-01-10','L'),
('405095','lutfi','2014-08-20','P'),
('086035','rizky','2011-05-30','P'),
('129356','gita','2009-10-08','P'),
('538497','utami','2012-02-05','L'),
('595844','sari','2005-06-09','L'),
('597945','rudi','2012-11-24','L'),
('688167','hendra','2013-12-09','L'),
('864677','joko','2005-08-08','L'),
('599662','sari','2006-10-04','P'),
('081961','bayu','2011-02-13','P'),
('163738','vina','2008-12-01','P'),
('247922','vina','2010-01-10','P'),
('685376','lutfi','2006-01-17','L'),
('260043','fajar','2005-02-28','L'),
('800088','lutfi','2006-06-21','L'),
('353613','ayu','2009-05-01','L'),
('815862','dewi','2009-05-27','L'),
('823653','bayu','2007-10-03','P'),
('738048','sari','2005-06-09','L'),
('341429','indah','2008-10-11','L'),
('430724','nanda','2005-03-17','P'),
('354997','citra','2014-09-28','L'),
('160942','eka','2008-10-18','L'),
('803981','ayu','2013-01-20','L'),
('794189','zahra','2011-04-30','L'),
('915969','eka','2012-03-01','P'),
('583425','eka','2012-08-15','L'),
('348374','bayu','2008-02-08','L'),
('326691','budi','2007-12-01','P'),
('876624','nanda','2005-07-22','L'),
('453072','nanda','2015-10-24','P'),
('240515','lutfi','2005-10-10','L'),
('312794','citra','2009-04-26','P'),
('879408','budi','2013-11-13','L'),
('085944','farah','2014-06-12','L'),
('322604','nanda','2015-01-30','P'),
('542691','wawan','2009-04-24','L'),
('868390','indah','2010-03-10','P'),
('920418','lia','2010-09-01','L'),
('119716','rina','2009-12-30','P'),
('896828','hendra','2005-08-25','L'),
('616404','rina','2014-04-21','L'),
('068821','rizky','2012-08-27','P'),
('778828','rina','2015-06-10','L'),
('274820','sinta','2010-07-25','P'),
('682181','utami','2011-06-25','L'),
('215793','indah','2013-03-30','P'),
('964498','tono','2009-09-12','P'),
('715804','vina','2008-09-29','L'),
('845605','zahra','2005-09-03','L'),
('268105','hendra','2005-05-21','P'),
('203173','yoga','2007-01-26','L'),
('851384','citra','2007-06-04','L'),
('430132','budi','2013-05-25','P'),
('163495','joko','2015-09-28','L'),
('241423','kartika','2009-05-22','L'),
('042001','budi','2009-02-19','P'),
('016470','zahra','2011-03-08','L'),
('969588','agus','2015-11-19','L'),
('025142','farah','2013-08-29','P'),
('547770','mira','2013-02-05','L'),
('426632','farah','2006-02-06','L'),
('832864','nanda','2009-06-22','P'),
('377838','putri','2013-08-02','L'),
('160570','sari','2007-03-18','L'),
('634908','sari','2010-10-06','P'),
('977975','rudi','2009-09-20','P'),
('043074','vina','2011-08-02','L'),
('825876','ayu','2008-01-17','P'),
('835322','yoga','2009-11-02','P'),
('569189','eka','2007-12-28','P'),
('479503','putri','2006-10-29','L'),
('002903','nanda','2008-05-14','P'),
('519584','mira','2013-11-17','P'),
('907853','vina','2006-06-10','P'),
('006703','kartika','2013-03-26','L'),
('922354','fajar','2015-08-03','P'),
('787860','dewi','2013-01-16','L'),
('007700','utami','2012-11-12','L'),
('763155','yoga','2010-08-01','P'),
('785800','rizky','2015-02-04','P'),
('676872','lutfi','2007-12-09','P'),
('015356','rizky','2008-07-21','P'),
('822729','sinta','2011-11-20','P'),
('861158','vina','2007-09-15','P'),
('370282','rudi','2015-09-06','L'),
('291611','utami','2013-07-16','L'),
('004465','zahra','2010-07-04','P'),
('478354','bayu','2010-05-24','P'),
('015429','fajar','2006-12-22','P'),
('509405','yoga','2005-07-13','L'),
('853362','kartika','2007-07-12','P'),
('965368','bayu','2005-12-07','L'),
('857125','bayu','2015-03-08','P'),
('436574','kartika','2014-07-16','P'),
('891079','putri','2005-10-09','L'),
('218058','citra','2008-09-16','P'),
('503792','bayu','2008-01-07','L'),
('728937','hendra','2007-07-12','L'),
('256353','tono','2014-11-22','P'),
('357851','zahra','2006-08-25','P'),
